conversation_id,raw_tweets_info,tweet_ids,user_ids,conversation_length,airlines_involved
6981,"[(738555616982138881, 15301135), (738510701497622528, 6474292)]","[738555616982138881, 738510701497622528]","[15301135, 6474292]",2,No airlines involved
7107,"[(738552969939943424, 45170369), (738529364246179840, 45170369), (738527890917183488, 45170369), (738527744590553088, 45170369)]","[738552969939943424, 738529364246179840, 738527890917183488, 738527744590553088]","[45170369, 45170369, 45170369, 45170369]",4,No airlines involved
7136,"[(738552014406180864, 4890310109), (738551351219720192, 4890310109)]","[738552014406180864, 738551351219720192]","[4890310109, 4890310109]",2,No airlines involved
7138,"[(738551976175239171, 595208408), (738551841219170304, 305973899)]","[738551976175239171, 738551841219170304]","[595208408, 305973899]",2,No airlines involved
7232,"[(738550518608334848, 3059357660), (738395373920604160, 568278631)]","[738550518608334848, 738395373920604160]","[3059357660, 568278631]",2,No airlines involved
7324,"[(738548497604071424, 27045186), (738542990864453632, 262921556)]","[738548497604071424, 738542990864453632]","[27045186, 262921556]",2,No airlines involved
7421,"[(738546535714131968, 24828523), (738545586455085056, 17355028), (738544416772628480, 24828523)]","[738546535714131968, 738545586455085056, 738544416772628480]","[24828523, 17355028, 24828523]",3,No airlines involved
7448,"[(738546278829805568, 16943688), (738369496495181824, 6107872)]","[738546278829805568, 738369496495181824]","[16943688, 6107872]",2,No airlines involved
7452,"[(738546227680292865, 218155014), (738544130402484224, 218155014)]","[738546227680292865, 738544130402484224]","[218155014, 218155014]",2,No airlines involved
7462,"[(738545955365064704, 160711460), (738545804252680192, 160711460)]","[738545955365064704, 738545804252680192]","[160711460, 160711460]",2,No airlines involved
7485,"[(738545325548310532, 2218867900), (738539679448891392, 1571341)]","[738545325548310532, 738539679448891392]","[2218867900, 1571341]",2,No airlines involved
7551,"[(738543923874926592, 3302660310), (738542792792645632, 758383008), (738542559509786624, 3302660310)]","[738543923874926592, 738542792792645632, 738542559509786624]","[3302660310, 758383008, 3302660310]",3,No airlines involved
7566,"[(738543618529579008, 19741783), (738531949808128000, 68127669), (738531312240320512, 68127669)]","[738543618529579008, 738531949808128000, 738531312240320512]","[19741783, 68127669, 68127669]",3,No airlines involved
7672,"[(738541640986529793, 242210257), (738541019940159488, 242210257)]","[738541640986529793, 738541019940159488]","[242210257, 242210257]",2,No airlines involved
7687,"[(738541067218325505, 124929799), (738540816281554944, 2952331325)]","[738541067218325505, 738540816281554944]","[124929799, 2952331325]",2,No airlines involved
7698,"[(738540742897860609, 19174823), (738504267816833024, 16106619)]","[738540742897860609, 738504267816833024]","[19174823, 16106619]",2,No airlines involved
7704,"[(738540439356248064, 4053507492), (738540140545507328, 31541303)]","[738540439356248064, 738540140545507328]","[4053507492, 31541303]",2,No airlines involved
7713,"[(738540396645646337, 41453100), (738539990846672896, 22771839)]","[738540396645646337, 738539990846672896]","[41453100, 22771839]",2,No airlines involved
7726,"[(738539936589225985, 465604675), (738539724307103744, 91829766)]","[738539936589225985, 738539724307103744]","[465604675, 91829766]",2,No airlines involved
7811,"[(738537840477372416, 190038990), (738537432589684736, 190038990)]","[738537840477372416, 738537432589684736]","[190038990, 190038990]",2,No airlines involved
7873,"[(738537048613785600, 249537406), (738516542330011648, 1229314448)]","[738537048613785600, 738516542330011648]","[249537406, 1229314448]",2,No airlines involved
7905,"[(738536287137849344, 5920532), (738521711063207936, 22532868)]","[738536287137849344, 738521711063207936]","[5920532, 22532868]",2,No airlines involved
7914,"[(738536027199918080, 334549328), (738523109393829888, 861574856)]","[738536027199918080, 738523109393829888]","[334549328, 861574856]",2,No airlines involved
7939,"[(738535513770971136, 16000566), (738518875113918464, 16589148)]","[738535513770971136, 738518875113918464]","[16000566, 16589148]",2,No airlines involved
7948,"[(738535361144606720, 2189351), (738529125904814080, 2189351)]","[738535361144606720, 738529125904814080]","[2189351, 2189351]",2,No airlines involved
7964,"[(738534952535511040, 3138953313), (738533007540117504, 305973899)]","[738534952535511040, 738533007540117504]","[3138953313, 305973899]",2,No airlines involved
8039,"[(738533346624430081, 15252156), (738136282316967936, 37597864)]","[738533346624430081, 738136282316967936]","[15252156, 37597864]",2,No airlines involved
8096,"[(738532171279896577, 3138953313), (738529731910369280, 305973899)]","[738532171279896577, 738529731910369280]","[3138953313, 305973899]",2,No airlines involved
8126,"[(738531306795995137, 2288841049), (738525664903454720, 288477438)]","[738531306795995137, 738525664903454720]","[2288841049, 288477438]",2,No airlines involved
8133,"[(738531117427351553, 280745235), (738364424759726080, 71250541)]","[738531117427351553, 738364424759726080]","[280745235, 71250541]",2,No airlines involved
8142,"[(738530764325670913, 280745235), (738441344864030720, 21328364)]","[738530764325670913, 738441344864030720]","[280745235, 21328364]",2,No airlines involved
8379,"[(738525011372179457, 23480603), (738507650229370880, 23480603)]","[738525011372179457, 738507650229370880]","[23480603, 23480603]",2,No airlines involved
8389,"[(738524798272344064, 255634108), (738518422892478464, 255634108)]","[738524798272344064, 738518422892478464]","[255634108, 255634108]",2,No airlines involved
8399,"[(738524478213214209, 302592721), (738520724013355008, 2856160907), (738491699077337088, 2856160907)]","[738524478213214209, 738520724013355008, 738491699077337088]","[302592721, 2856160907, 2856160907]",3,No airlines involved
8510,"[(738521896606674944, 433901730), (738513529251074048, 93950784)]","[738521896606674944, 738513529251074048]","[433901730, 93950784]",2,No airlines involved
8519,"[(738521644122157056, 91143757), (738521004201390080, 91143757)]","[738521644122157056, 738521004201390080]","[91143757, 91143757]",2,No airlines involved
8582,"[(738520073506168833, 3056790396), (738517672359395328, 3056790396)]","[738520073506168833, 738517672359395328]","[3056790396, 3056790396]",2,No airlines involved
8627,"[(738518791911415808, 42968464), (738496194687700992, 42968464)]","[738518791911415808, 738496194687700992]","[42968464, 42968464]",2,No airlines involved
8639,"[(738518304130666496, 500127987), (738483618469666816, 621318757)]","[738518304130666496, 738483618469666816]","[500127987, 621318757]",2,No airlines involved
8652,"[(738518181417885696, 37597864), (738514225996419072, 37434855)]","[738518181417885696, 738514225996419072]","[37597864, 37434855]",2,No airlines involved
8706,"[(738517391131484162, 20962013), (738516517374070784, 58001611), (738515002664095744, 20962013), (738513134827233280, 58001611)]","[738517391131484162, 738516517374070784, 738515002664095744, 738513134827233280]","[20962013, 58001611, 20962013, 58001611]",4,No airlines involved
8707,"[(738517386056372232, 347950958), (738517070430806016, 23757796), (738516661280595968, 347950958)]","[738517386056372232, 738517070430806016, 738516661280595968]","[347950958, 23757796, 347950958]",3,No airlines involved
8714,"[(738517119416074240, 33479267), (738501237155495936, 20524163)]","[738517119416074240, 738501237155495936]","[33479267, 20524163]",2,No airlines involved
8769,"[(738515816547815426, 23757796), (738508252288278528, 347950958)]","[738515816547815426, 738508252288278528]","[23757796, 347950958]",2,No airlines involved
8781,"[(738515839884886016, 127880271), (738515470182166528, 20655790), (738515147220783104, 316764666), (738514844006121472, 127880271)]","[738515839884886016, 738515470182166528, 738515147220783104, 738514844006121472]","[127880271, 20655790, 316764666, 127880271]",4,No airlines involved
8818,"[(738514913983909888, 3040584783), (738505973279514624, 49854422)]","[738514913983909888, 738505973279514624]","[3040584783, 49854422]",2,No airlines involved
8833,"[(738514562207625216, 2528747725), (738511285160120320, 2528747725)]","[738514562207625216, 738511285160120320]","[2528747725, 2528747725]",2,No airlines involved
8842,"[(738514370154496000, 391010921), (738512666659061760, 1267770224)]","[738514370154496000, 738512666659061760]","[391010921, 1267770224]",2,No airlines involved
8856,"[(738513947251355650, 2560752095), (738513674751594496, 2560752095)]","[738513947251355650, 738513674751594496]","[2560752095, 2560752095]",2,No airlines involved
8876,"[(738513560117096449, 2560752095), (738513324917313536, 2560752095)]","[738513560117096449, 738513324917313536]","[2560752095, 2560752095]",2,No airlines involved
8881,"[(738513449542688768, 722756269), (738510361322770432, 722756269)]","[738513449542688768, 738510361322770432]","[722756269, 722756269]",2,No airlines involved
8897,"[(738513048860798977, 2560752095), (738512199640059904, 2560752095)]","[738513048860798977, 738512199640059904]","[2560752095, 2560752095]",2,No airlines involved
8955,"[(738512344850923521, 249537406), (738510922625359872, 1229314448), (738510570484301824, 249537406), (738506638479351808, 1229314448), (738505562099482624, 249537406), (738504431545683968, 1229314448)]","[738512344850923521, 738510922625359872, 738510570484301824, 738506638479351808, 738505562099482624, 738504431545683968]","[249537406, 1229314448, 249537406, 1229314448, 249537406, 1229314448]",6,No airlines involved
8971,"[(738512022229372928, 1134832621), (738510903725821952, 241251394)]","[738512022229372928, 738510903725821952]","[1134832621, 241251394]",2,No airlines involved
9013,"[(738511015801958400, 17194023), (738510338371538944, 14902331)]","[738511015801958400, 738510338371538944]","[17194023, 14902331]",2,No airlines involved
9136,"[(738508680002306050, 1951994336), (738508341236903936, 203747496)]","[738508680002306050, 738508341236903936]","[1951994336, 203747496]",2,No airlines involved
9251,"[(738506731848884224, 15564343), (738502283613372416, 15564343)]","[738506731848884224, 738502283613372416]","[15564343, 15564343]",2,No airlines involved
9272,"[(738505906707693568, 595473142), (738505714986029056, 930347389)]","[738505906707693568, 738505714986029056]","[595473142, 930347389]",2,No airlines involved
9277,"[(738505725962530818, 365759936), (738505614620561408, 365759936)]","[738505725962530818, 738505614620561408]","[365759936, 365759936]",2,No airlines involved
9369,"[(738503926744555520, 44299861), (738467953222553600, 18947345)]","[738503926744555520, 738467953222553600]","[44299861, 18947345]",2,No airlines involved
9468,"[(738503325650391040, 630552788), (738501334337478656, 630552788)]","[738503325650391040, 738501334337478656]","[630552788, 630552788]",2,No airlines involved
9479,"[(738503193257218049, 2338571552), (738503104300240896, 2338571552), (738449956734947328, 2338571552)]","[738503193257218049, 738503104300240896, 738449956734947328]","[2338571552, 2338571552, 2338571552]",3,No airlines involved
9494,"[(738502784694255616, 315690755), (738440330140389376, 315690755)]","[738502784694255616, 738440330140389376]","[315690755, 315690755]",2,No airlines involved
9495,"[(738502552241733632, 6032392), (738501955027361792, 6032392)]","[738502552241733632, 738501955027361792]","[6032392, 6032392]",2,No airlines involved
9645,"[(738499844009005056, 1714338619), (738499457151606784, 322439386)]","[738499844009005056, 738499457151606784]","[1714338619, 322439386]",2,No airlines involved
9680,"[(738499532938317824, 23480603), (738499251664093184, 23480603)]","[738499532938317824, 738499251664093184]","[23480603, 23480603]",2,No airlines involved
9763,"[(738498345702969344, 23741418), (738498035265765376, 35764855), (738496492051279872, 23741418)]","[738498345702969344, 738498035265765376, 738496492051279872]","[23741418, 35764855, 23741418]",3,No airlines involved
9786,"[(738497949739692033, 1265872704), (738489270743248896, 1265872704)]","[738497949739692033, 738489270743248896]","[1265872704, 1265872704]",2,No airlines involved
9823,"[(738497340428976129, 6474292), (738496976661139456, 6474292), (738496633047003136, 6474292), (738496211129339904, 6474292)]","[738497340428976129, 738496976661139456, 738496633047003136, 738496211129339904]","[6474292, 6474292, 6474292, 6474292]",4,No airlines involved
9902,"[(738496343312760832, 1306554540), (738259273189187584, 1306554540)]","[738496343312760832, 738259273189187584]","[1306554540, 1306554540]",2,No airlines involved
9941,"[(738495483321167873, 2190220851), (738490891787247616, 1684045165), (738470487395815424, 2190220851)]","[738495483321167873, 738490891787247616, 738470487395815424]","[2190220851, 1684045165, 2190220851]",3,No airlines involved
